Title:,Title:
"Billing Type:","Billing Type:"
"Offline (Manual)","Offline (Manual)"
"Auto (Paypal Express)","Auto (Paypal Express)"
"Product SKU:","Product SKU:"
"Limit Products:","Limit Products:"
"Allow Microsite:","Allow Microsite:"
"Show On Registration Form:","Show On Registration Form:"
"Add Membership Type","Add Membership Type"
"Fieldset Title/Sort Order","Fieldset Title/Sort Order"
"Top/Bottom wide fields","Top/Bottom wide fields"
"Left/Right column fields","Left/Right column fields"
"Top Wide Fields","Top Wide Fields"
"Bottom Wide Fields","Bottom Wide Fields"
"Left Column Fields","Left Column Fields"
"Right Column Fields","Right Column Fields"
"Add Fieldset","Add Fieldset"
Field,Field
"Is Required","Is Required"
"Use custom label","Use custom label"
"Has URL","Has URL"
"Add Field","Add Field"
"Row Subtotal","Row Subtotal"
Gift,Gift
"No ordered items","No ordered items"
"Update Items and Qty\'s","Update Items and Qty\'s"
"Total %d product(s)","Total %d product(s)"
Subtotal:,Subtotal:
"Excl. Tax","Excl. Tax"
"Incl. Tax","Incl. Tax"
"Total incl. tax","Total incl. tax"
"Tier Pricing","Tier Pricing"
"Custom Price","Custom Price"
"Move to Shopping Cart","Move to Shopping Cart"
"Move to Wishlist","Move to Wishlist"
"This product has not been configured.","This product has not been configured."
"Save Vendor Updates","Save Vendor Updates"
"Check Vendors Stock","Check Vendors Stock"
"Are you sure you want to change the vendors and send notifications?","Are you sure you want to change the vendors and send notifications?"
"No stock available","No stock available"
"Customer Group","Customer Group"
"All Websites","All Websites"
"Add Group Price","Add Group Price"
QTY,QTY
"ALL GROUPS","ALL GROUPS"
"and above","and above"
"Add Tier Price","Add Tier Price"
"Add Vendor","Add Vendor"
"Drop Shipping Vendor Associations","Drop Shipping Vendor Associations"
Price/Cost,Price/Cost
Availability,Availability
Status/State(Condition),Status/State(Condition)
"Vendor Price:","Vendor Price:"
Cost:,Cost:
"Vendor Special Price:","Vendor Special Price:"
"Special From Date:","Special From Date:"
"Special To Date:","Special To Date:"
"Free Shipping:","Free Shipping:"
"Shipping Price:","Shipping Price:"
"Group Price:","Group Price:"
"Tier Price:","Tier Price:"
Backorders:,Backorders:
State:,State:
Date:,Date:
Status:,Status:
State(Condition):,State(Condition):
"State Description:","State Description:"
Tips:,Tips:
"If the same vendor is selected multiple times, only the first occurence will be saved","If the same vendor is selected multiple times, only the first occurence will be saved"
"If Vendor SKU is empty, the Product SKU will be used for this vendor.","If Vendor SKU is empty, the Product SKU will be used for this vendor."
"If Vendor Cost is empty, the Product Cost will be used for this vendor.","If Vendor Cost is empty, the Product Cost will be used for this vendor."
"If custom stock check is used, stock quantity will be ignored.<br/>If stock quantity is 0, the product is out of stock for this vendor.<br/>If stock quantity is empty and custom stock check is NOT used, the product is always in stock for this vendor.","If custom stock check is used, stock quantity will be ignored.<br/>If stock quantity is 0, the product is out of stock for this vendor.<br/>If stock quantity is empty and custom stock check is NOT used, the product is always in stock for this vendor."
Schedule,Schedule
"Add Schedule","Add Schedule"
"By default only items that do not have corresponding shipment items will be canceled","By default only items that do not have corresponding shipment items will be canceled"
"Nonshipped Cancel","Nonshipped Cancel"
"This will cancel non shipped shipments","This will cancel non shipped shipments"
"Full Cancel","Full Cancel"
"This will cancel even shipped shipments","This will cancel even shipped shipments"
"Comment Text","Comment Text"
"Notify Vendor by Email","Notify Vendor by Email"
"Visible to Vendor","Visible to Vendor"
Notified,Notified
"Not Notified","Not Notified"
"Such status change is not allowed. Please confirm forced transition","Such status change is not allowed. Please confirm forced transition"
"This will cancel purchase order and all shipments (if possible).","This will cancel purchase order and all shipments (if possible)."
"This will mark as shipped purchase order and all shipments (if possible).","This will mark as shipped purchase order and all shipments (if possible)."
"Payment Information","Payment Information"
"The order was placed using %s","The order was placed using %s"
"Items to Po","Items to Po"
"Qty to Po","Qty to Po"
"Purchase Order Comments","Purchase Order Comments"
"Order Shipping Amount","Order Shipping Amount"
"Total Shipping Amount","Total Shipping Amount"
"Purchase Order for %s","Purchase Order for %s"
"Shipping Method","Shipping Method"
"Shipping Amount","Shipping Amount"
Items,Items
"Generate Label","Generate Label"
"Shipment Info","Shipment Info"
Weight:,Weight:
Value:,Value:
"Declared Value","Declared Value"
"Pkg. Dimensions","Pkg. Dimensions"
Length:,Length:
Length,Length
Width:,Width:
Width,Width
Height:,Height:
Height,Height
"Package Count","Package Count"
Reference,Reference
"Use Label Amount","Use Label Amount"
"Use Label Shipping Amount","Use Label Shipping Amount"
"Invoice Shipment","Invoice Shipment"
"Mark As Shipped","Mark As Shipped"
"PO Sent","PO Sent"
"PO Canceled","PO Canceled"
"Order was placed using %s","Order was placed using %s"
"Purchase Order Items","Purchase Order Items"
"Purchase Order History","Purchase Order History"
"Do Not Automatically Generate PO","Do Not Automatically Generate PO"
Ordered,Ordered
Invoiced,Invoiced
Refunded,Refunded
"Links with associated products will retain only after saving current product.","Links with associated products will retain only after saving current product."
"Create Simple Associated Product","Create Simple Associated Product"
"Super product attributes configuration","Super product attributes configuration"
"Price values for options should be specified in system base currency.","Price values for options should be specified in system base currency."
"Attrribute names can be specified per store.","Attrribute names can be specified per store."
"Attribute Name:","Attribute Name:"
"Use default","Use default"
"Use To Identify Image","Use To Identify Image"
Option:,Option:
Price:,Price:
Percentage,Percentage
"Use Default Value","Use Default Value"
"Product with this combination of attributes already associated to configurable.","Product with this combination of attributes already associated to configurable."
"Image type and information need to be specified for each store view.","Image type and information need to be specified for each store view."
Image,Image
Label,Label
Exclude,Exclude
"Roll Over for preview","Roll Over for preview"
"Choose an Option...","Choose an Option..."
"No image","No image"
"This content requires last version of Adobe Flash Player. <a href=""%s"">Get Flash</a>","This content requires last version of Adobe Flash Player. <a href=""%s"">Get Flash</a>"
"Turn OFF Required","Turn OFF Required"
"Turn ON Required","Turn ON Required"
Attribute,Attribute
"Identify Images","Identify Images"
"Limit by product type","Limit by product type"
Simple,Simple
Configurable,Configurable
Downloadable,Downloadable
Virtual,Virtual
Grouped,Grouped
"Column Title","Column Title"
Fields,Fields
"Add Column","Add Column"
"Default Template SKU","Default Template SKU"
"Default Configurable Attributes","Default Configurable Attributes"
Category,Category
"Allow grouped","Allow grouped"
"Allow downloadables","Allow downloadables"
"Allow virtual","Allow virtual"
"Disallow simple","Disallow simple"
"Use from template product","Use from template product"
"Type of Product","Type of Product"
"Attribute Sets","Attribute Sets"
Failed,Failed
"Template SKU","Template SKU"
"Configurable Attributes","Configurable Attributes"
"Attributes Used To Identify Images","Attributes Used To Identify Images"
"Default Attributes Used To Identify Images","Default Attributes Used To Identify Images"
"* Check to use default","* Check to use default"
"1 star","1 star"
"2 stars","2 stars"
"3 stars","3 stars"
"4 stars","4 stars"
"5 stars","5 stars"
"Please select one of each ratings above","Please select one of each ratings above"
"Rating isn't Available","Rating isn't Available"
"Notify Customer","Notify Customer"
Customer,Customer
"This will cancel shipment (if possible).","This will cancel shipment (if possible)."
"This will mark shipment as shipped (and if possible change PO status as well).","This will mark shipment as shipped (and if possible change PO status as well)."
"This will mark shipment as delivered (and if possible change PO status as well).","This will mark shipment as delivered (and if possible change PO status as well)."
"Qty Shipped","Qty Shipped"
"the order confirmation email was sent","the order confirmation email was sent"
"the order confirmation email is not sent","the order confirmation email is not sent"
"Order Date (%s)","Order Date (%s)"
"Purchased From","Purchased From"
"Link to the New Order","Link to the New Order"
"Link to the Previous Order","Link to the Previous Order"
"Placed from IP","Placed from IP"
"%s / %s rate:","%s / %s rate:"
"Account Information","Account Information"
"Date of Birth","Date of Birth"
"TAX/VAT Number","TAX/VAT Number"
"Shipping Address","Shipping Address"
"If Up To","If Up To"
"Use Value","Use Value"
"Amount is required","Amount is required"
Region,Region
Postcode,Postcode
"Add Country Rows","Add Country Rows"
"Incl. Tax ","Incl. Tax "
"Update Shipping Methods","Update Shipping Methods"
"Refresh Rates","Refresh Rates"
"Click to change shipping method","Click to change shipping method"
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Get shipping methods and rates","Get shipping methods and rates"
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Default Commission Percent (per item)","Default Commission Percent (per item)"
"Default Fixed Rate (per item)","Default Fixed Rate (per item)"
"Commission Percent (per item)","Commission Percent (per item)"
"Fixed Rate (per item)","Fixed Rate (per item)"
"Default Fixed Rate","Default Fixed Rate"
"Delivery Type","Delivery Type"
"*** All ***","*** All ***"
"Custmer Group","Custmer Group"
"Add Rate","Add Rate"
"Category vs Ship Classes","Category vs Ship Classes"
Maximum,Maximum
"Default Rate","Default Rate"
"Base Rate","Base Rate"
"Add Delivery Type","Add Delivery Type"
Surcharge,Surcharge
"Add Surcharge","Add Surcharge"
"If Condition Up To","If Condition Up To"
"Add Condition","Add Condition"
"Conditional Rates","Conditional Rates"
"Condition Name","Condition Name"
"If  Condition Up To","If  Condition Up To"
Value,Value
"Resolution notes","Resolution notes"
"Notify Customer By Email","Notify Customer By Email"
"Visible on frontend","Visible on frontend"
"Items to Return","Items to Return"
Condition,Condition
"Qty to Return","Qty to Return"
"Return Comments","Return Comments"
"Append Comments","Append Comments"
"Email Copy of Return","Email Copy of Return"
"Return Sent","Return Sent"
"Return Sender","Return Sender"
"Return Receiver","Return Receiver"
"Return Tracking Info","Return Tracking Info"
"Return Items","Return Items"
"Return History","Return History"
"Track this Return","Track this Return"
"Print Labels","Print Labels"
"Return Info","Return Info"
"Customer Notes","Customer Notes"
"Allow resolution notes","Allow resolution notes"
"Show Receiver To Customer","Show Receiver To Customer"
"There are no products matching the selection.","There are no products matching the selection."
"%s %s from","%s %s from"
"Add to Cart","Add to Cart"
"View Details","View Details"
"Add to Wishlist","Add to Wishlist"
"Add to Compare","Add to Compare"
"Learn More","Learn More"
"Select Vendor","Select Vendor"
"<strong>%s-%s</strong> of %s offers","<strong>%s-%s</strong> of %s offers"
"Sort By","Sort By"
"Price + Shipping","Price + Shipping"
Seller,Seller
"Seller Rating","Seller Rating"
"Update Cart","Update Cart"
"Click to zoom out","Click to zoom out"
"Click to zoom in","Click to zoom in"
"Ask A Question","Ask A Question"
"Shipment #%s for order #%s","Shipment #%s for order #%s"
VENDOR,VENDOR
"* Required Fields","* Required Fields"
Submit,Submit
"My Questions","My Questions"
"Ask New Question","Ask New Question"
Details,Details
"ANSWER DATE","ANSWER DATE"
"You have no questions.","You have no questions."
"Vendor Questions/Answers","Vendor Questions/Answers"
"<b>%s</b> asks vendor <b>%s</b>","<b>%s</b> asks vendor <b>%s</b>"
Answer,Answer
"Not Answered yet","Not Answered yet"
"No questions asked yet.","No questions asked yet."
"Ask Vendor A Question","Ask Vendor A Question"
"Your Name","Your Name"
"Reply question #%s from %s","Reply question #%s from %s"
"* Indicated Required Fields","* Indicated Required Fields"
"Please wait, submitting...","Please wait, submitting..."
Save,Save
"Save And Email","Save And Email"
"Return to questions list","Return to questions list"
"From Order ID","From Order ID"
"To Order ID","To Order ID"
"Question Visibility","Question Visibility"
Any,Any
"From Question Date","From Question Date"
"To Question Date","To Question Date"
Question,Question
"Is Replied","Is Replied"
"Reset Filter","Reset Filter"
Search,Search
VISIBILITY,VISIBILITY
"Estimate Shipping and Tax","Estimate Shipping and Tax"
"Enter your destination to get a shipping estimate.","Enter your destination to get a shipping estimate."
State/Province,State/Province
"Please select region, state or province","Please select region, state or province"
"Zip/Postal Code","Zip/Postal Code"
"Get a Quote","Get a Quote"
"Update Total","Update Total"
"There are no vendors matching the selection.","There are no vendors matching the selection."
"Items %s to %s of %s total","Items %s to %s of %s total"
"%s Item(s)","%s Item(s)"
Show,Show
"per page","per page"
"View as","View as"
"Set Ascending Direction","Set Ascending Direction"
"Set Descending Direction","Set Descending Direction"
"Gift Message","Gift Message"
Item,Item
"Gift Message for this Order","Gift Message for this Order"
"System Sku","System Sku"
"Select Shipping:","Select Shipping:"
"Unknown vendor","Unknown vendor"
"No Pending Reviews","No Pending Reviews"
"No Reviews","No Reviews"
"Review by <span>%s</span>","Review by <span>%s</span>"
"(Posted on %s)","(Posted on %s)"
"Summary of Your Review","Summary of Your Review"
"Submit Review","Submit Review"
"Please select one of each of the ratings above","Please select one of each of the ratings above"
"%d Review(s)","%d Review(s)"
"Select Delivery Type to edit Rates","Select Delivery Type to edit Rates"
"Please wait, loading...","Please wait, loading..."
"Your application has been received.","Your application has been received."
"Thank you for the registeration!","Thank you for the registeration!"
"Your recurring payment profiles:","Your recurring payment profiles:"
"Payment profile # %s: ""%s"".","Payment profile # %s: ""%s""."
"Go To Vendor Portal","Go To Vendor Portal"
"No Membership","No Membership"
"Shop description must be between %s char and %s char","Shop description must be between %s char and %s char"
"Become a Vendor","Become a Vendor"
Register,Register
"Return to log in","Return to log in"
"Required Fixes","Required Fixes"
"Data Changed","Data Changed"
"NEW PRODUCT","NEW PRODUCT"
"Attributes Changes","Attributes Changes"
"Added configurable simple products","Added configurable simple products"
"Removed configurable simple products","Removed configurable simple products"
"Please upload images","Please upload images"
"Add/Edit Images","Add/Edit Images"
"Upload Pictures","Upload Pictures"
"Main Image","Main Image"
"(Type of product: %s)","(Type of product: %s)"
"Save And Continue Edit","Save And Continue Edit"
"Return to product list","Return to product list"
"Price Value","Price Value"
Percent,Percent
"Add Option Price","Add Option Price"
"Add Another %s","Add Another %s"
"Add Other Options","Add Other Options"
"At least one option should be added","At least one option should be added"
"Autogenerate Vendor Sku","Autogenerate Vendor Sku"
"Add Configuration","Add Configuration"
"Links can be purchased separately","Links can be purchased separately"
"Max. Downloads","Max. Downloads"
Shareable,Shareable
Sample,Sample
File,File
"Alphanumeric, dash and underscore characters are recommended for filenames. Improper characters are replaced with \'_\'.","Alphanumeric, dash and underscore characters are recommended for filenames. Improper characters are replaced with \'_\'."
"There are files that were selected but not uploaded yet. Please upload or remove them first","There are files that were selected but not uploaded yet. Please upload or remove them first"
"Delete Group Price","Delete Group Price"
"At least one ""%s"" should be added","At least one ""%s"" should be added"
"Add Another ","Add Another "
"Delete Tier","Delete Tier"
"Use Config Settings","Use Config Settings"
"System SKU","System SKU"
"System Status","System Status"
"From Price","From Price"
"To Price","To Price"
"From Stock Qty","From Stock Qty"
"To Stock Qty","To Stock Qty"
"Type of product: ","Type of product: "
"Add Virtual Product","Add Virtual Product"
"Add Dowloadable Product","Add Dowloadable Product"
"Add Grouped Product","Add Grouped Product"
"Add New Product (with options)","Add New Product (with options)"
"Add New Product","Add New Product"
"System ID","System ID"
"This action will delete product ""%s"".","This action will delete product ""%s""."
"My Products","My Products"
"Promotion #%s ""%s","Promotion #%s ""%s"
"Return to rules list","Return to rules list"
"Date Start","Date Start"
"From Date Start","From Date Start"
"To Date Start","To Date Start"
"Date Expire","Date Expire"
"From Date Expire","From Date Expire"
"To Date Expire","To Date Expire"
"Add New Promotion","Add New Promotion"
"My Promotions","My Promotions"
"Create an Account","Create an Account"
"Personal Information","Personal Information"
"Email Address","Email Address"
"Sign Up for Newsletter","Sign Up for Newsletter"
"Address Information","Address Information"
Company,Company
"Street Address","Street Address"
"Street Address %s","Street Address %s"
"Login Information","Login Information"
"Confirm Password","Confirm Password"
Back,Back
Options,Options
"- Select ","- Select "
"- Select Option -","- Select Option -"
"Additional details about Condition","Additional details about Condition"
"Your Price","Your Price"
"+ Add Another Option","+ Add Another Option"
"Allow free shipping for this product","Allow free shipping for this product"
"State Description","State Description"
"My SKU","My SKU"
"My Title","My Title"
"Browse All Products","Browse All Products"
"Sell with Us","Sell with Us"
Help,Help
RSS,RSS
"Monster Market","Monster Market"
"All rights reserved.","All rights reserved."
"Privacy Policy","Privacy Policy"
"Terms of Use","Terms of Use"
"Sell Your Product","Sell Your Product"
"Logged in as %s","Logged in as %s"
"Log out","Log out"
Welcome!,Welcome!
"Switch To Sell Yours","Switch To Sell Yours"
"Switch To My Sell List","Switch To My Sell List"
Find,Find
Go,Go
"Didn't find what you're looking for? <span>Create your product</span>","Didn't find what you're looking for? <span>Create your product</span>"
"Search Results for ""%s"" in category ""%s","Search Results for ""%s"" in category ""%s"
"Browsing category ""%s","Browsing category ""%s"
"Search Results for ""%s","Search Results for ""%s"
"Edit My Offer","Edit My Offer"
"<span>Or,</span> Browse by Category","<span>Or,</span> Browse by Category"
"Didn't find what you're looking for?","Didn't find what you're looking for?"
"Create your product","Create your product"
"Tracking Information","Tracking Information"
"Close Window","Close Window"
"RMA #","RMA #"
"Tracking Number:","Tracking Number:"
Carrier:,Carrier:
Error:,Error:
"Tracking information is currently not available. Please ","Tracking information is currently not available. Please "
"contact us","contact us"
" for more information or "," for more information or "
"email us at ","email us at "
Info:,Info:
Track:,Track:
"Delivered on:","Delivered on:"
"Signed by:","Signed by:"
"Delivered to:","Delivered to:"
"Shipped or billed on:","Shipped or billed on:"
"Service Type:","Service Type:"
"Local Time","Local Time"
"There is no tracking available for this shipment.","There is no tracking available for this shipment."
"There is no tracking available.","There is no tracking available."
"From Order Date","From Order Date"
"To Order Date","To Order Date"
"From RMA ID","From RMA ID"
"To RMA ID","To RMA ID"
"From RMA Date","From RMA Date"
"To RMA Date","To RMA Date"
Direction,Direction
Reason,Reason
"Perform on all retrieved records:","Perform on all retrieved records:"
"* No action","* No action"
"Collapse all rows","Collapse all rows"
"Expand all rows","Expand all rows"
"Please wait, loading RMA information...","Please wait, loading RMA information..."
"This action will print PDF for all filtered purchase orders.","This action will print PDF for all filtered purchase orders."
"Please select a status.","Please select a status."
"This action will update status for all filtered RMAs.","This action will update status for all filtered RMAs."
"Qty Available","Qty Available"
"Proceed with tracking ID deletion?","Proceed with tracking ID deletion?"
"Tracking IDs","Tracking IDs"
"Delete tracking number","Delete tracking number"
"RMA Items","RMA Items"
"Carrier Title","Carrier Title"
"Add Tracking ID","Add Tracking ID"
"Add Comment","Add Comment"
"Visible to Customer","Visible to Customer"
"Change Status","Change Status"
"Resolution Notes","Resolution Notes"
"Add RMA Comment","Add RMA Comment"
"Comments history","Comments history"
"My Orders","My Orders"
"Ship To","Ship To"
"View Order","View Order"
"Track Order","Track Order"
Reorder,Reorder
"View RMA","View RMA"
"Request RMA","Request RMA"
"You have placed no orders.","You have placed no orders."
"Order #%s - %s","Order #%s - %s"
"Subscribe to Order Status","Subscribe to Order Status"
"Print Order","Print Order"
"About This Order:","About This Order:"
"Order Date: %s","Order Date: %s"
"No shipping information available","No shipping information available"
Instructions,Instructions
"Order #%s","Order #%s"
"Shipment #%s","Shipment #%s"
"Recent Orders","Recent Orders"
"View All","View All"
"General Notes","General Notes"
"RMA Sender","RMA Sender"
"RMA Receiver","RMA Receiver"
"Track this RMA","Track this RMA"
"Print Label","Print Label"
"Tracking Number(s):","Tracking Number(s):"
"of %s","of %s"
"Create New RMA","Create New RMA"
"Create RMA","Create RMA"
"Back to My Orders","Back to My Orders"
"From Vendor Price","From Vendor Price"
"To Vendor Price","To Vendor Price"
"Update Information On This Page","Update Information On This Page"
"About the calendar","About the calendar"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"For latest version visit: %s","For latest version visit: %s"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Date selection:","Date selection:"
"- Use the %s, %s buttons to select year","- Use the %s, %s buttons to select year"
"- Use the %s buttons to select month","- Use the %s buttons to select month"
"- Hold mouse button on any of the above buttons for faster selection.","- Hold mouse button on any of the above buttons for faster selection."
"Time selection:","Time selection:"
"- Click on any of the time parts to increase it","- Click on any of the time parts to increase it"
"- or Shift-click to decrease it","- or Shift-click to decrease it"
"- or click and drag for faster selection.","- or click and drag for faster selection."
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Go Today","Go Today"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"Select date","Select date"
"Drag to move","Drag to move"
"Display %s first","Display %s first"
Close,Close
"(Shift-)Click or drag to change value","(Shift-)Click or drag to change value"
Time:,Time:
"Skip to Main Content","Skip to Main Content"
Dashboard,Dashboard
"Stock POs","Stock POs"
"Pending Stock PO","Pending Stock PO"
"Commission Percents","Commission Percents"
Settings,Settings
"Import Stock","Import Stock"
"Manage Stock And Price","Manage Stock And Price"
"Products Edit","Products Edit"
"Select &amp; Sell","Select &amp; Sell"
"Shipments Report","Shipments Report"
"Advanced PO Report","Advanced PO Report"
"System View","System View"
"Welcome to Dropship Vendor Interface","Welcome to Dropship Vendor Interface"
"Vendor Log in","Vendor Log in"
"Username / Email Address","Username / Email Address"
Login,Login
"Vendor Password Reset","Vendor Password Reset"
"Email Address/User name","Email Address/User name"
"Reset Password","Reset Password"
"Save All Settings","Save All Settings"
"Not Applicable","Not Applicable"
"Available for Shipping From Date","Available for Shipping From Date"
"Available for Shipping To Date","Available for Shipping To Date"
"Download Existing Labels Batch","Download Existing Labels Batch"
"Update Shipments Status","Update Shipments Status"
"Available On","Available On"
Download,Download
"Packing Slip","Packing Slip"
"Please wait, loading shipment information...","Please wait, loading shipment information..."
"This action will create shipping labels for all filtered shipments and mark them as shipped.","This action will create shipping labels for all filtered shipments and mark them as shipped."
"This action will print packing slips for all filtered shipments and mark them as ready to ship.","This action will print packing slips for all filtered shipments and mark them as ready to ship."
"This action will print existing shipping labels for all filtered shipments.","This action will print existing shipping labels for all filtered shipments."
"This action will update status for all filtered shipments.","This action will update status for all filtered shipments."
"Left / Ship","Left / Ship"
"Print label","Print label"
"Delete tracking number and void/refund label if possible","Delete tracking number and void/refund label if possible"
"Partial Availability: ","Partial Availability: "
"* Select action","* Select action"
"Inform retailer","Inform retailer"
"Ship partial","Ship partial"
"Order Items","Order Items"
"Show/Hide Gift Message for the item above","Show/Hide Gift Message for the item above"
"From: %s","From: %s"
"To: %s","To: %s"
"Order Gift Message:","Order Gift Message:"
"Show Extra Params","Show Extra Params"
"Add Comment<br/>(for retailer)","Add Comment<br/>(for retailer)"
"Mark as Shipped","Mark as Shipped"
Pkg#,Pkg#
"Shipment Info/Pkg. Dimensions","Shipment Info/Pkg. Dimensions"
"Use Custom label weight/value","Use Custom label weight/value"
X,X
px.,px.
"No files found","No files found"
"Collapse All","Collapse All"
"Expand All","Expand All"
"Register Vendor Account","Register Vendor Account"
"Business Name","Business Name"
"Phone Number","Phone Number"
"Quick Register","Quick Register"
"Setup Wizard","Setup Wizard"
"Dropship Vendor Registration","Dropship Vendor Registration"
"Preferred Shipping Carrier","Preferred Shipping Carrier"
"Please select...","Please select..."
"Preferred subdomain name","Preferred subdomain name"
"URL Key","URL Key"
"Street Address Line 2","Street Address Line 2"
"Import Orders File","Import Orders File"
"Import Orders Content","Import Orders Content"
Import,Import
"Field 1","Field 1"
"Select Field 1","Select Field 1"
"Field 2","Field 2"
"Select Field 2","Select Field 2"
"Field 3","Field 3"
"Select Field 3","Select Field 3"
"Field 4","Field 4"
"Select Field 4","Select Field 4"
"Field 5","Field 5"
"Select Field 5","Select Field 5"
"Field Delimiter","Field Delimiter"
"Field Enclosure","Field Enclosure"
"Import Stock File","Import Stock File"
"Import Stock Content","Import Stock Content"
"From PO ID","From PO ID"
"To PO ID","To PO ID"
"From PO Date","From PO Date"
"To PO Date","To PO Date"
"VIRTUAL PO","VIRTUAL PO"
"Create Shipments","Create Shipments"
"Create Shipments and Send Customer Notifications","Create Shipments and Send Customer Notifications"
"Please wait, loading purchase order information...","Please wait, loading purchase order information..."
"This action will create shipments and shipping labels for all filtered purchase orders and mark them as shipped.","This action will create shipments and shipping labels for all filtered purchase orders and mark them as shipped."
"This action will print packing slips for all filtered purchase orders and mark them as ready to ship.","This action will print packing slips for all filtered purchase orders and mark them as ready to ship."
"This action will print existing shipping labels for all filtered purchase orders.","This action will print existing shipping labels for all filtered purchase orders."
"This action will create shipments for all filtered purchase orders and send customer notification.","This action will create shipments for all filtered purchase orders and send customer notification."
"This action will create shipments for all filtered purchase orders.","This action will create shipments for all filtered purchase orders."
"This action will update status for all filtered purchase orders.","This action will update status for all filtered purchase orders."
"Shipment ID","Shipment ID"
"Specify New Shipment Shipping Amount","Specify New Shipment Shipping Amount"
"Add PO Comment","Add PO Comment"
Page:,Page:
"Previous Page","Previous Page"
"Next Page","Next Page"
Previous,Previous
Next,Next
Orders,Orders
"Import Tracking","Import Tracking"
"Stock And Price","Stock And Price"
Stock,Stock
"Product Manager","Product Manager"
"Manual Labels","Manual Labels"
Promotions,Promotions
"Edit Offer","Edit Offer"
"Filter Orders","Filter Orders"
"Apply Filter","Apply Filter"
"Perform on all retrieved records","Perform on all retrieved records"
"PO # ","PO # "
"Shipment # ","Shipment # "
"PO Gift Message:","PO Gift Message:"
"Import File","Import File"
"Import Content","Import Content"
"Export Purchase Orders","Export Purchase Orders"
"Stock PO #","Stock PO #"
"Stock PO Items","Stock PO Items"
"Stock PO ID","Stock PO ID"
"Stock PO Date","Stock PO Date"
"PDF Stock POs","PDF Stock POs"
"Please wait, loading stock PO information...","Please wait, loading stock PO information..."
"This action will update status for all filtered stock POs.","This action will update status for all filtered stock POs."
"Update Info","Update Info"
"Please wait, updating shipment information...","Please wait, updating shipment information..."
